year;page;title;average_score;votes;price;categories;author;publisher;cover_type;publication_year;num_pages;format;code
2019;9;Nava spatiala din livada de meri - Louis Slobodkin;0;0;33.936;Literatura Universala;Louis Slobodkin;GRUPUL EDITORIAL ART;Cartonata;2019;152;235 x 170 x 13 mm;ART978-606-7886-41-2
2019;9;Franklin are o zi nefericita - Paulette Bourgeois, Brenda Clark;0;0;30;Literatura Universala;Paulette Bourgeois, Brenda Clark;KATARTIS;Necartonata;2019;32;220 x 190 x 3 mm;KAT978-606-94733-5-1
2019;9;Povesti. Apasa si asculta. Volumul 6;5;3;85;Carte Prescolara, Joc, Carti cu sunete;null;DORINTA;Cartonata;2019;16;310 x 300 x 20 mm;DOR978-9975-143-76-9
2019;9;Povestea lui Nasuc Vol.2: O prietenie neasteptata - Cristina Elena Gheorghiu;0;0;17.91;Literatura Universala;Cristina Elena Gheorghiu;ALL;Necartonata;2019;36;220 x 220 x 2 mm;GAC978-606-796-064-8
2019;9;Dictionar actualizat de neologisme - Florin Marcu;5;1;168;Dictionare Romana;Florin Marcu;SAECULUM I.O.;Cartonata;2019;1080;250 x 180 x 52 mm;SEC978-973-642-397-0
2019;9;Sarmul discret al intestinului - Giulia Enders;5;7;45;Medicina Pentru Toti;Giulia Enders;LIFESTYLE;Necartonata;2019;280;200 x 130 mm;TRE978-606-789-158-4
2019;9;Evaluarea nationala la finalul clasei 4 - Limba romana, matematica - Manuela Dinescu;4.5;4;25;Culegeri Auxiliare;Manuela Dinescu;CARTEA ROMANEASCA EDUCATIONAL;Necartonata;2019;116;260 x 200 x 6 mm;CRE978-606-9088-08-1
2019;9;Manual de NLP - Joseph O'Connor;5;2;47.2;Psihologie Practica;Joseph O'Connor;CURTEA VECHE;Necartonata;2019;464;200 x 130 x 23 mm;CVE978-606-44-0255-4
2019;9;Educarea limbajului 4-5 ani - Stefania Antonovici;5;1;11.242;Carte Prescolara, Joc;Stefania Antonovici;ARAMIS;Necartonata;2019;32;260 x 210 x 2 mm;ARA978-606-009-131-8
2019;9;Ma spal pe dinti, folosesc olita - Frauke Nahrgang, Susanne Szesny;5;1;49;Carte Prescolara, Joc;Frauke Nahrgang, Susanne Szesny;CASA;Cartonata;2019;16;200 x 180 x 18 mm;CSA978-606-787-072-5
2019;9;Matematica - Clasa 4 - Pregatirea pentru concursuri, olimpiade scolare - Georgiana Gogoescu;5;1;38;Culegeri Auxiliare;Georgiana Gogoescu;CARTEA ROMANEASCA EDUCATIONAL;Necartonata;2019;76;280 x 200 x 4 mm;CRE978-606-9088-14-2
2019;9;Matematica si explorarea mediului - Clasa pregatitoare - Exercitii si probleme - Gheorghe-Adalbert Schneider;5;3;22.05;Culegeri Auxiliare;Gheorghe Adalbert Schneider;HYPERION;Necartonata;2019;140;210 x 150 x 8 mm;HYP978-606-589-082-4
2019;9;Dacia. Razboaiele cu romanii. Sarmizegetusa - Radu Oltean;5;7;65.55;Istoria Romanilor;Radu Oltean;HUMANITAS;Cartonata;2019;152;310 x 220 x 14 mm;HUM978-973-50-6578-2
2019;9;Spargatorul de nuci - Valeria Docampo, George Balanchine;4.6;20 de;31.992;Literatura Universala;Valeria Docampo, George Balanchine;NEMIRA;Necartonata;2019;null;290 x 230 x 3 mm;NEM978-606-43-0639-5
2019;9;Franklin merge pe bicicleta - Paulette Bourgeois, Brenda Clark;0;0;30;Literatura Universala;Paulette Bourgeois, Brenda Clark;KATARTIS;Necartonata;2019;30;220 x 190 mm;KAT978-606-92620-8-5
2019;9;Limba romana - Clasa 4 - Fise de lucru diferentiate - Georgiana Gogoescu;5;1;31;Culegeri Auxiliare;Georgiana Gogoescu;CARTEA ROMANEASCA EDUCATIONAL;Necartonata;2019;128;280 x 200 x 6 mm;CRE978-606-8982-87-8
2019;9;Sfidarea. Seria Jocurile foamei. Vol.2 - Suzanne Collins;4.9;14;39.992;Literatura americana, Romane SF, Carti pentru adolescenti, Young Adult, Romane distopice;Suzanne Collins;NEMIRA;Necartonata;2019;328;200 x 130 x 18 mm;NEM978-606-430-617-3
2019;9;Coloana de foc - Ken Follett;4.5;8;58.659;Romane istorice, Literatura Universala, Romane mitologice si istorice, Literatura engleza;Ken Follett;RAO;Necartonata;2019;848;210 x 150 x 45 mm;RAO978-606-006-243-1
2019;9;Limba franceza L2 - Clasa 7 - Caiet de lucru - Gina Belabed, Claudia Dobre, Diana Ionescu;5;4;27.9;Culegeri Auxiliare;Diana Ionescu, Gina Belabed, Claudia Dobre;BOOKLET;Necartonata;2019;96;260 x 210 x 5 mm;BOO978-606-590-775-1
2019;9;In cautarea comorii - Nina Petrick, Vera Schmidt;5;3;32;Literatura Fantasy;Nina Petrick, Vera Schmidt;BOOKLET;Necartonata;2019;80;240 x 170 x 6 mm;BOO978-606-590-702-7
2019;9;Geneza uitata - Radu Cinamar;5;7;48;Istorii Secrete;Radu Cinamar;DAKSHA;Necartonata;2019;336;210 x 150 x 25 mm;DAK978-973-1965-41-3
2019;9;Sotul ideal, sotia ideala - Nicolae Tanase;4.8;5;25;Carte Ortodoxa;Nicolae Tanase;AGAPIS;Necartonata;2019;248;200 x 130 x 20 mm;AGA978-606-8654-36-2
2019;10;Dosarele criminalilor in serie - Paul Simpson;4.4;7;47.92;Biografii;Paul Simpson;NICULESCU;Necartonata;2019;416;200 x 130 x 20 mm;NIC978-606-38-0302-4
2019;10;Trilogia valorilor - Lucian Blaga;5;2;54.15;Filosofie Romaneasca;Lucian Blaga;HUMANITAS;Necartonata;2019;504;230 x 150 x 25 mm;HUM978-973-50-6559-1
2019;10;Povesti, amintiri, povestiri - Ion Creanga;0;0;26.242;Literatura Romana, Literatura Romana;Ion Creanga;MINERVA;Cartonata;2019;350;210 x 125 x 23 mm;MIN978-973-21-1009-6
2019;10;30 de activitati pentru dezvoltarea atentiei - Gilles Diederichs;0;0;26.6;Practic Pentru Copii;Gilles Diederichs;DIDACTICA PUBLISHING HOUSE;Necartonata;2019;80;160 x 90 x 15 mm;DPH978-606-683-973-0
2019;10;Sabia destinului. Seria Witcher Vol.2 - Andrzej Sapkowski;5;3;47.992;SF & Fantasy, Literatura poloneza, Literatura Universala, Romane Fantasy;Andrzej Sapkowski;NEMIRA;Necartonata;2019;352;200 x 130 x 18 mm;NEM978-606-43-0538-1
2019;10;Auzi-ma. Carte de rugaciuni pentru adolescenti si tineri;5;2;19;Carte Ortodoxa;null;AGATON;Cartonata;2019;96;165 x 120 x 6;AGT978-606-8933-24-5
2019;10;Despre prezenta. O calatorie spre sine - Carlos L Abbate;5;2;39.9;Psihologie Practica;Carlos L Abbate;VELLANT;Necartonata;2019;344;200 x 130 x 25 mm;VEL978-606-98-0092-8
2019;10;Teste de inteligenta IQ 3 - Ken Russell, Philip Carter;0;0;35;Teste Psihometrice;Ken Russell, Philip Carter;METEOR PRESS;Necartonata;2019;192;200 x 130 x 12;MET978-973-7288-42-4
2019;10;Jurnal din viata mea - Constantin N. Tomescu;4;1;25;Memorii Jurnal;Constantin N. Tomescu;CARTDIDACT;Cartonata;2019;1100;240 x 170 mm;CTD978-9975-139-83-0
2019;10;Lectii americane. Sase propuneri pentru urmatorul mileniu - Italo Calvino;0;0;14.9;Literatura Universala, Literatura italiana, Filosofie Universala;Italo Calvino;HUMANITAS;Necartonata;2019;220;200 x 130 x 12 mm;HUM978-973-50-6277-4
2019;10;Pete Motanul si marea aventura de Paste - James Dean, Kimberly Dean;4.6;5;39.992;Literatura Universala;James Dean, Kimberly Dean;NEMIRA;Necartonata;2019;24;230 x 230 x 2 mm;NEM978-606-43-0467-4
2019;10;Excitat. Istoria hormonilor - Randi Hutter Epstein;5;3;65;Sexualitate;Randi Hutter Epstein;PUBLICA;Necartonata;2019;400;210 x 150 mm;PUB978-606-7223-36-1
2019;10;Cocosul lui Pettson - Sven Nordqvist;5;10;35;Literatura Universala;Sven Nordqvist;PANDORA;Necartonata;2019;28;300 x 210 mm;TRE978-606-978-196-8
2019;10;Psihologia culorilor - Karen Haller;5;6;109.9;Lifestyle;Karen Haller;BAROQUE BOOKS & ARTS;Cartonata;2019;264;220 x 140 x 26 mm;BAR978-606-8977-30-0
2019;10;Cronicile Padurii. Padurea Cantatoare - Alec Blenche, Alexia Udriste;5;3;43.7;Literatura Romana;Alec Blenche, Alexia Udriste;UNIVERS;Necartonata;2019;80;240 x 190 x 5 mm;UNI978-973-34-1147-5
2019;10;Fetita de gheata si alte basme - Mila Pavicevic;0;0;14.992;Literatura Universala;Mila Pavicevic;ARAMIS;Necartonata;2019;32;290 x 210 x 2 mm;ARA978-606-009-162-2
2019;10;Carabusii - Jo Nesbo;4.5;6;45;Romane Nordic Noir, Literatura norvegiana, Carti thriller, Carti politiste;Jo Nesbo;TREI;Necartonata;2019;416;200 x 130 x 27 mm;TRE978-606-40-0646-2
2019;10;O dimineata de iubire pura - Yukio Mishima;4.3;3;27.55;Literatura japoneza, Literatura Universala;Yukio Mishima;HUMANITAS;Necartonata;2019;216;200 x 130 mm;HUM978-606-779-574-5
2019;10;Erus si Valea Recunostintei - Alec Blenche;4.8;6;52.25;Literatura Romana;Alec Blenche;UNIVERS;Necartonata;2019;128;240 x 190 x 8 mm;UNI978-973-34-1150-5
2019;10;Viata fara frica. Scrieri esentiale vol.3 - Bertrand Russell;0;0;39.9;Filosofie Universala;Bertrand Russell;VELLANT;Necartonata;2019;328;200 x 130 x 22 mm;VEL978-606-980-091-1
2019;10;Carte cu sunete: 101 ghicitori;5;5;85;Carte Prescolara, Joc, Carti cu sunete;null;DORINTA;Cartonata;2019;16;310 x 300 x 20 mm;DOR978-9975-143-78-3
2019;10;Cea mai timida fata din clasa - Gally Lauteur;5;2;35;Carti bilingve, Literatura Universala;Gally Lauteur;BOOKLET;Necartonata;2019;128;210 x 150 x 10 mm;BOO978-606-590-733-1
2019;10;Pe Pamant suntem stralucitori o clipa - Ocean Vuong;4.4;5;45;Literatura Universala;Ocean Vuong;STORIA BOOKS;Necartonata;2019;248;210 x 140 x 16 mm;PUB978-606-9072-09-7
2019;10;Omul care voia sa fie fericit - Laurent Gounelle;5;1;19.5;Literatura Universala;Laurent Gounelle;TREI;Necartonata;2019;160;200 x 130 x 13 mm;TRE978-606-400-672-1
2019;10;Serie de autor Camelia Cavadia (pachet 3 carti);0;0;51.5;Literatura Universala;Camelia Cavadia;TREI;Necartonata;2019;936;200 x 130 x 61 mm;TRE594-848-921-054-9
2019;10;Comunicare in limba romana - Clasa 1 - Pregatire pentru concursuri - Georgiana Gogoescu;0;0;38;Culegeri Auxiliare;Georgiana Gogoescu;CARTEA ROMANEASCA EDUCATIONAL;Necartonata;2019;80;280 x 200 x 4 mm;CRE978-606-9088-20-3
2019;10;Bebe invata. Prima mea enciclopedie ilustrata. Primele cuvinte;5;3;34.93;Atlase, enciclopedii copii;null;LITERA;Cartonata;2019;12;300 x 230 x 11 mm;LIT978-606-33-3927-1
2019;10;1918 - Gica Manole;0;0;95;Istoria Romanilor;Gica Manole;CARTEA ROMANEASCA EDUCATIONAL;Necartonata;2019;398;230 x 140 x 19 mm;CRE978-606-8982-48-9
2019;10;Indrazneste sa dezamagesti. O copilarie in Turcia - Ozge Samanci;4.5;2;38.784;Roman Grafic, Literatura Universala;Ozge Samanci;GRUPUL EDITORIAL ART;Cartonata;2019;191;240 x 190 x 16 mm;ART978-606-710-633-6
2019;10;Teste de inteligenta IQ 6 - Ken Russell, Philip Carter;5;1;35;Teste Psihometrice;Philip Carter, Ken Russell;METEOR PRESS;Necartonata;2019;160;200 x 130 x 9 mm;MET978-606-910-111-7
2019;10;Biologie. Atlas scolar. Functiile de relatie si de reproducere in lumea vie - Silvia Olteanu;5;1;32.925;Culegeri Auxiliare;Silvia Olteanu;CORINT;Necartonata;2019;80;260 x 210 x 4 mm;COR978-606-793-654-4
2019;10;Revolta celor rai. Seria Eliberarea tinutului Oz. Vol.2 - Danielle Paige;0;0;11;Literatura Universala, Carti pentru adolescenti, Young Adult;Danielle Paige;LEDA;Necartonata;2019;272;200 x 130 x 17 mm;LED978-606-793-669-8
2019;10;Toti copiii au nevoie de dragoste - Brigitte Weninger, Eve Tharlet;5;2;30.4;Literatura Universala;Brigitte Weninger, Eve Tharlet;DIDACTICA PUBLISHING HOUSE;Cartonata;2019;28;290 x 240 x 6 mm;DPH978-606-048-093-8
2019;10;Manca-v-ar raiul IV - Cleopa;5;7;12;Carte Ortodoxa;Cleopa Ilie;MANASTIREA SIHASTRIA;Necartonata;2019;200;200 x 130 x 12 mm;SIH978-606-8217-32-1
2019;10;Pictam cu apa: Masini puternice;4.2;5;14.994;Carti de colorat, Practic Pentru Copii;null;LITERA;Necartonata;2019;32;280 x 220 x 3 mm;LIT978-606-33-3812-0
2019;10;Cele sapte legi spirituale pentru parinti - Deepak Chopra;5;1;28.5;Dezvoltare Spirituala;Deepak Chopra;PARALELA 45;Necartonata;2019;184;205 x 145 x 14 mm;PAR978-973-47-3106-0
2019;10;Biologie. Cultura generala pentru elevi - Gabriela Corina Kodjabashija;0;0;25.415;Culegeri Auxiliare;Gabriela Corina Kodjabashija;LITERA EDUCATIONAL;Necartonata;2019;192;200 x 130 mm;LIT978-606-33-3387-3
2019;10;Coada Katinkai - Judith Kerr;4.2;4;12.5;Literatura Universala;Judith Kerr;PANDORA;Necartonata;2019;32;280 x 220 x 3 mm;PAN978-606-978-222-4
2019;11;Matematica si explorarea mediului - Clasa 1 - Auxiliar didactic - Anca Veronica Taut, Adina Achim;0;0;44;Culegeri Auxiliare;Adina Achim, Anca Veronica Taut;SINAPSIS;Necartonata;2019;144;275 x 200 x 6 mm;SIN978-606-795-032-8
2019;11;Gradina cu ierburi miraculoase. Ceaiuri si alte remedii naturiste;4.7;3;93.1;Plante Gradinarit;null;DIDACTICA PUBLISHING HOUSE;Necartonata;2019;284;290 x 170 x 24 mm;DPH978-606-683-899-3
2019;11;555 de teste de inteligenta pentru copii - Jurgen Bruck, Harald Havas;5;2;55.92;Atlase, enciclopedii copii;Jurgen Bruck, Harald Havas;NICULESCU;Necartonata;2019;144;270 x 210 x 7 mm;NIC978-973-748-899-2
2019;11;55 de povesti de buna purtare Ed.2;4.1;18;37.492;Literatura Universala;null;ARAMIS;Cartonata;2019;116;290 x 220 x 9 mm;ARA978-606-009-229-2
2019;11;Soare in miez de noapte - Jo Nesbo;4.5;2;39;Romane Nordic Noir, Carti thriller, Literatura Universala;Jo Nesbo;TREI;Necartonata;2019;208;200 x 130 mm;TRE978-606-40-0521-2
2019;11;Luni de fiere - Pascal Bruckner;4.7;6;49;Romane de dragoste, Carti romantice, Romane de dragoste, Literatura Universala;Pascal Bruckner;TREI;Necartonata;2019;240;200 x 130 mm;TRE978-606-40-0637-0
2019;11;Enescu. Caiete de repetitii - Dan Coman;4.6;5;33.203;Biografii;Dan Coman;POLIROM;Necartonata;2019;208;200 x 130 x 19 mm;POL978-973-46-7934-8
2019;11;Istoria lumii: Primele orase si imperii: anii 10000 i.Hr.-476 d.Hr. - John Farndon;0;0;23.6;Atlase, enciclopedii copii;John Farndon;GAMA;Necartonata;2019;32;270 x 210 x 3 mm;GAM978-973-149-910-9
2019;11;Conversatii cu prieteni - Sally Rooney;5;2;45.6;Literatura Universala;Sally Rooney;CURTEA VECHE;Necartonata;2019;400;200 x 130 mm;CVE978-606-44-0160-1
2019;11;O viata de om - Robert Seethaler;4.2;4;14.25;Literatura austriaca, Literatura Universala;Robert Seethaler;POLIROM;Necartonata;2019;168;200 x 130 x 9 mm;POL978-973-46-7777-1
2019;11;O fata de preot - George Orwell;5;1;25.602;Literatura Universala, Literatura engleza;George Orwell;POLIROM;Necartonata;2019;336;180 x 110 mm;POL978-973-46-7761-0
2019;11;Contactul. Calatoria si scopul sufletului nostru prin viata - Ramtha;5;1;30;Dezvoltare Spirituala;Ramtha;MMS;Necartonata;2019;87;200 x 130 mm;MMS978-606-93736-1-3
2019;11;Fereastra spre maine - Simona Mihutiu;4.6;17;26;Romane de dragoste, Carti romantice;Simona Mihutiu;TOTAL PUBLISHING;Necartonata;2019;232;200 x 130 mm;TOP978-606-9024-09-6
2019;11;Asta inseamna marketing - Seth Godin;4.7;6;59;Dezvoltare Profesionala;Seth Godin;PUBLICA;Necartonata;2019;272;210 x 150 x 20 mm;PUB978-606-722-349-1
2019;11;Hello, world! Revolutia informatica si viitorul omenirii - Hannah Fry;5;2;12;Ingineri, Matematica, Fizica, Chimie, Electronica;Hannah Fry;CORINT;Necartonata;2019;352;200 x 130 x 24 mm;COR978-606-793-598-1
2019;11;Tratamentul pas cu pas al sclerozei multiple prin apifitoterapie - Stefan Stangaciu, Vanessa Youness;0;0;63;Terapii Alternative;Vanessa Youness, Stefan Stangaciu;BUCURESTI;Cartonata;2019;200;210 x 140 x 12 mm;BUC978-973-0-29255-8
2019;11;Atlas obscura. Ghidul exploratorului pentru cei mai aventurosi copii din lume - Dylan Thuras;0;0;49.5;Atlase, enciclopedii copii;Dylan Thuras, Rosemary Mosco, Joy Ang;PANDORA;Cartonata;2019;112;310 x 240 x 14 mm;TRE978-606-978-210-1
2019;11;Mythos - Stephen Fry;4.7;3;65;Romane mitologice si istorice, Romane mitologice, Literatura Universala;Stephen Fry;TREI;Necartonata;2019;504;200 x 130 x 31 mm;TRE978-606-40-0633-2
2019;11;Franklin s-a ratacit - Paulette Bourgeois, Brenda Clark;5;1;30;Literatura Universala;Paulette Bourgeois, Brenda Clark;KATARTIS;Necartonata;2019;32;220 x 190 x 3 mm;KAT978-606-94732-4-5
2019;11;Reflexologia holistica - Ewald Kliegel;5;2;33;Masaj Relaxare;Ewald Kliegel;FOR YOU;Necartonata;2019;208;200 x 130 x 10 mm;FOR978-606-639-310-2
2019;11;Misiuni la limita imposibilului - Michael Bar-Zohar, Nissim Mishal;5;3;29.925;Memorii Jurnal, Istorie;Michael Bar-Zohar, Nissim Mishal;LITERA;Necartonata;2019;512;170 x 110 x 26 mm;LIT978-606-33-4236-3
2019;11;Carol II, de la dezertare la genocid - Gica Manole;4.5;4;226;Istoria Romanilor;Gica Manole;CARTEA ROMANEASCA EDUCATIONAL;Necartonata;2019;1008;240 x 150 x 52 mm;CRE978-606-057-000-4
2019;11;Introducere in stiinta politica - Cristian Preda;0;0;37.953;Politica;Cristian Preda;POLIROM;Necartonata;2019;336;235 x 160 x 21 mm;POL978-973-46-7936-2
2019;11;Legenda uriasilor panda - Liu Xianping;0;0;20;Literatura Universala;Liu Xianping;CORINT;Necartonata;2019;288;230 x 150 x 15 mm;COR978-606-793-587-5
2019;11;Dupa douazeci de ani - Alexandre Dumas;2;4;22.492;Literatura Universala;Alexandre Dumas;ARAMIS;Necartonata;2019;256;210 x 140 x 17 mm;ARA978-606-009-219-3
2019;11;Mananca si invinge boala - Dr. William W. Li;5;7;65;Diete;William W. Li;LIFESTYLE;Necartonata;2019;616;200 x 130 x 38 mm;LFS978-606-789-186-7
2019;11;Dark Cockpit - Emil Dobrovolschi, Octavian Pantis;5;1;55;Dezvoltare Profesionala;Emil Dobrovolschi, Octavian Pantis;PUBLICA;Cartonata;2019;208;210 x 150 x 15 mm;PUB978-606-722-372-9
2019;11;Tineretile unui ciocoias - Dimitrie Foti Merisescu;3.8;4;14.9;Memorii Jurnal;Dimitrie Foti Merisescu;HUMANITAS;Necartonata;2019;128;200 x 130 x 11 mm;HUM978-973-50-6444-0
2019;11;Dictionar de notiuni si metode matematice - Clasele 3-8 - Eduard Dancila, Ioan Dancila;5;1;44;Culegeri Auxiliare;Eduard Dancila, Ioan Dancila;GRUPUL EDITORIAL ART;Cartonata;2019;232;245 x 175 x 17 mm;ART978-606-8954-96-7
2019;11;Limba si literatura romana - Clasa 4 - Culegere - Cezarina Luminita Hardulea, Elena Daniela Balcan;5;1;30.9;Culegeri Auxiliare;Cezarina Luminita Hardulea, Elena Daniela Balcan;BOOKLET;Necartonata;2019;128;260 x 205 x 6 mm;BOO978-606-590-742-3
2019;11;Limba franceza - Clasa 5 - Exercitii de conversatie - Georgeta Loredana Burda;2;1;20.9;Culegeri Auxiliare;Georgeta Loredana Burda;BOOKLET;Necartonata;2019;null;260 x 200 x 4 mm;BOO978-606-590-662-4
2019;11;Cele sapte cuvinte catre tineri - Parintele Gheorghe Calciu;5;1;16;Carte Ortodoxa;Gheorghe Calciu;SCARA;Necartonata;2019;194;150 x 110 x 7 mm;SCA978-606-8940-05-2
2019;11;Sub trei dictaturi - Lucretiu Patrascanu;4;2;20;Politica;Lucretiu Patrascanu;PAUL EDITIONS;Necartonata;2019;256;200 x 130 x 13 mm;PUL978-606-8963-46-4
2019;11;Gatesc pentru bebelus si pentru toata familia - Christelle Courrege, Celine de Sousa;4.2;5;57.8;Bucatarie;Christelle Courrege, Celine De Sousa;RAO;Necartonata;2019;252;235 x 185 x 21 mm;RAO978-606-006-340-7
2019;11;Drumul catre tine insuti - M. Scott Peck;5;4;36;Psihologie Practica;M. Scott Peck;CURTEA VECHE;Necartonata;2019;336;200 x 130 x 21 mm;CVE978-606-44-0418-3
2019;11;Cea mai frumoasa poveste Vol.3. O tara se construieste zi de zi - Adrian Cioroianu;5;1;36;Istoria Romanilor;Adrian Cioroianu;CURTEA VECHE;Necartonata;2019;304;200 x 130 x 20 mm;CVE978-606-44-0440-4
2019;12;Dincolo de perceptia obisnuita - Ionel Mohirta;0;0;19.8;Dezvoltare Spirituala;Ionel Mohirta;HERALD;Necartonata;2019;272;200 x 130 x 15 mm;HER978-973-111-766-9
2019;12;Matematica si explorarea mediului - Clasa 2. Partea 2 - Caiet. Varianta E2 - Nicoleta Popescu;5;1;14.5;Culegeri Auxiliare;Nicoleta Popescu;ELICART;Necartonata;2019;64;290 x 205 x 5 mm;ECA978-606-768-222-9
2019;12;DoReMi Dar - Cristina Muntean;5;2;44;Partituri Muzicale;Cristina Muntean;GRAFOART;Necartonata;2019;80;300 x 210 x 4 mm;GRF978-606-747-044-4
2019;12;Tractiune. Preia controlul afacerii tale - Gino Wickman;4;1;47;Dezvoltare Profesionala;Gino Wickman;ACT SI POLITON;Necartonata;2019;348;200 x 130 mm;APO978-606-913-496-2
2019;12;Tot ce trebuie sa stii ca sa fii as la stiinte intr-un ditamai caietul de notite;5;1;67.485;Atlase, enciclopedii copii, Cultura Generala;null;LITERA;Necartonata;2019;518;210 x 160 mm;LIT978-606-33-3459-7
2019;12;Gata de scoala! Logica si rezolvare de probleme;0;0;19.6;Carti educative;null;GAMA;Necartonata;2019;32;290 x 200 x 2 mm;GAM978-973-149-908-6
2019;12;150 de retete din medicina chinezeasca - Gheorghe Ghetu;5;2;19.9;Terapii Alternative;Gheorghe Ghetu;ROVIMED;Necartonata;2019;120;210 x 140 x 7 mm;ROV978-606-583-805-5
2019;12;Cei trei purcelusi. Scene ilustrate din povesti. Planse - James Orchard Halliwell-Phillipps;0;0;18.742;Carte Prescolara, Joc;James Orchard Halliwell-Phillipps;ARAMIS;Necartonata;2019;7;420 x 300 x 3 mm;ARA978-606-009-118-9
2019;12;Copiii lui Irod. Raport moral asupra copiilor lasati in grija statului - Vlad Alexandrescu;5;1;14.9;Filosofie Universala;Vlad Alexandrescu;HUMANITAS;Necartonata;2019;176;240 x 170 x 11 mm;HUM978-973-50-6399-3
2019;12;Bobita si Buburuza construiesc - Bartos Erika;5;1;32.3;Literatura Universala;Bartos Erika;CASA;Cartonata;2019;48;210 x 150 x 9 mm;CAS978-606-787-087-9
2019;12;Pachet 14 carti cu autori clasici din literatura universala;5;3;185;Literatura Universala;null;ASTRO;Necartonata;2019;null;null;ATR978-606-800-00-3
2019;12;Mos Craciun din intamplare - Tom McLaughlin;5;3;29.992;Literatura Universala;Tom Mclaughlin;ARAMIS;Cartonata;2019;240;210 x 140 x 17 mm;ARA978-606-009-220-9
2019;12;Franklin si Harriet - Paulette Bourgeois, Brenda Clark;0;0;30;Literatura Universala;Paulette Bourgeois, Brenda Clark;KATARTIS;Necartonata;2019;32;210 x 190 x 4 mm;KAT978-606-94732-9-0
2019;12;Calendar: 365 mici gesturi de bunatate;5;1;58.41;Calendare, Carti In Dar;Autor Anonim;HELEN EXLEY;Cartonata;2019;368;140 x 120 x 28 mm;ALL978-606-8290-98-0
2019;12;Mi-a ramas dulapul mic - Simona Sava;0;0;38.784;Literatura Romana;Simona Sava;GRUPUL EDITORIAL ART;Cartonata;2019;160;210 x 170 x 15 mm;ART978-606-788-561-3
2019;12;Iubirile lui Hemingway povestite de el insusi si consemnate de A.E. Hotchner - A.E. Hotchner, Ernest Hemingway;3.8;10;27.55;Memorii Jurnal;A.E. Hotchner, Ernest Hemingway;HUMANITAS;Necartonata;2019;180;200 x 130 x 15 mm;HUM978-973-50-6349-8
2019;12;Mori, iubitule! - Ariana Harwicz;0;0;29.9;Literatura Universala;Ariana Harwicz;VELLANT;Necartonata;2019;144;200 x 130 mm;VEL978-606-9800-47-8
2019;12;Disc rotativ. Verbul. Limba spaniola;5;2;10;Spaniola;null;BOOKLET;Necartonata;2019;null;null;BOO978-606-590-683-9
2019;12;Istoria romanilor. Vol. I-III Ed.6 - Constantin C. Giurescu;5;5;296.91;Istoria Romanilor;Constantin C Giurescu;ALL;Necartonata;2019;1810;240 x 170 x 80 mm;ALL978-606-587-537-1
2019;12;Plansa: Fructe - Legume;5;2;13;Practic Pentru Copii;null;CARTA ATLAS;null;2019;null;700 x 500 x 1 mm;CTT978-606-8580-1-6
2019;12;Agent secret din intamplare - Tom McLaughlin;5;1;29.992;Literatura Universala;Tom Mclaughlin;ARAMIS;Necartonata;2019;234;210 x 140 x 20 mm;ARA978-606-009-170-7
2019;12;Constructiile auxiliare in rezolvarea problemelor de geometrie plana - Sorana Ionescu;5;1;28.5;Culegeri Auxiliare;Sorana Ionescu;PARALELA 45;Necartonata;2019;276;240 x 170 x 13 mm;PAR978-973-47-2980-7
